payment_id,customer_id,merchant_id,payment_timestamp,amount,currency,channel,device_type,is_international,days_since_last_payment,is_chargeback
P7037,C017,M009,2025-02-06 12:00:00,137.62,GBP,web,,1,2.0,1
P7038,C036,M004,2025-02-07 12:00:00,169.75,GBP,web,mobile,0,4.0,0
P7039,C002,M007,2025-02-08 12:00:00,174.19,GBP,partner,desktop,0,5.0,1
P7040,C015,M006,2025-02-09 12:00:00,203.48,GBP,web,mobile,1,3.0,1
P7041,C030,M002,2025-02-10 12:00:00,178.07,GBP,partner,mobile,1,3.0,1
P7042,C026,M003,2025-02-11 12:00:00,141.55,GBP,web,tablet,1,1.0,1
P7043,C012,M006,2025-02-12 12:00:00,152.22,GBP,web,mobile,1,3.0,0
P7044,C035,M003,2025-02-13 12:00:00,120.06,GBP,partner,mobile,0,3.0,1
P7045,C017,M009,2025-02-14 12:00:00,139.14,GBP,social,mobile,1,0.0,1
P7046,C029,M007,2025-02-15 12:00:00,144.7,GBP,app,mobile,0,5.0,0
P7047,C018,M009,2025-02-16 12:00:00,130.03,GBP,app,desktop,0,6.0,0
P7048,C011,M008,2025-02-17 12:00:00,139.43,GBP,partner,tablet,1,3.0,0
P7049,C029,M009,2025-02-18 12:00:00,148.56,GBP,,mobile,0,7.0,0
P7050,C019,M006,2025-02-19 12:00:00,117.11,GBP,web,mobile,1,4.0,0
P7051,C018,M005,2025-02-20 12:00:00,71.65,GBP,,,0,2.0,0
P7052,C023,M002,2025-02-21 12:00:00,211.92,GBP,social,desktop,1,5.0,1
P7053,C026,M008,2025-02-22 12:00:00,171.49,GBP,partner,desktop,0,5.0,0
P7054,C008,M008,2025-02-23 12:00:00,87.12,GBP,app,mobile,0,6.0,0
P7055,C009,M009,2025-02-24 12:00:00,125.33,GBP,call_center,desktop,0,8.0,0
P7056,C032,M002,2025-02-25 12:00:00,114.4,GBP,web,mobile,1,,0
P7057,C036,M003,2025-02-26 12:00:00,113.27,GBP,,mobile,0,3.0,1
P7058,C035,M005,2025-02-27 12:00:00,81.28,GBP,social,mobile,0,8.0,1
P7059,C018,M006,2025-02-28 12:00:00,,GBP,web,desktop,1,2.0,1
P7060,C030,M008,2025-03-01 12:00:00,168.44,GBP,partner,tablet,1,1.0,1
P7061,C029,M008,2025-03-02 12:00:00,167.49,GBP,partner,desktop,1,4.0,1
P7062,C032,M009,2025-03-03 12:00:00,113.15,GBP,partner,,0,3.0,1
P7063,C036,M003,2025-03-04 12:00:00,,GBP,app,mobile,0,4.0,1
P7064,C018,M005,2025-03-05 12:00:00,101.8,GBP,,tablet,1,,1
P7065,C004,M002,2025-03-06 12:00:00,130.15,GBP,web,desktop,0,,0
P7066,C033,M006,2025-03-07 12:00:00,128.28,GBP,social,mobile,1,3.0,1
P7067,C032,M009,2025-03-08 12:00:00,105.89,GBP,web,desktop,0,8.0,1
P7068,C017,M004,2025-03-09 12:00:00,97.2,GBP,call_center,mobile,0,6.0,0
P7069,C011,M009,2025-03-10 12:00:00,140.6,GBP,partner,mobile,0,1.0,0
P7070,C005,M001,2025-03-11 12:00:00,121.92,GBP,partner,mobile,1,3.0,0
P7071,C023,M003,2025-03-12 12:00:00,142.22,GBP,social,mobile,0,1.0,1
P7072,C015,M009,2025-03-13 12:00:00,95.08,GBP,partner,tablet,0,5.0,0
P7073,C019,M003,2025-03-14 12:00:00,179.06,GBP,,mobile,1,1.0,1
P7074,C009,M005,2025-03-15 12:00:00,73.47,GBP,call_center,tablet,0,7.0,0
P7075,C031,M002,2025-03-16 12:00:00,136.8,GBP,call_center,mobile,0,6.0,1
P7076,C035,M008,2025-03-17 12:00:00,152.87,GBP,,mobile,1,7.0,0
P7077,C003,M006,2025-03-18 12:00:00,155.2,GBP,partner,,1,3.0,0
P7078,C010,M006,2025-03-19 12:00:00,71.55,GBP,web,mobile,0,7.0,1
P7079,C027,M006,2025-03-20 12:00:00,112.67,GBP,app,mobile,0,8.0,1
P7080,C006,M008,2025-03-21 12:00:00,135.82,GBP,social,mobile,1,5.0,1
P7081,C013,M008,2025-03-22 12:00:00,140.69,GBP,web,mobile,0,6.0,0
P7082,C024,M009,2025-03-23 12:00:00,102.33,GBP,app,mobile,0,6.0,0
P7083,C010,M006,2025-03-24 12:00:00,89.5,GBP,call_center,mobile,0,5.0,1
P7084,C008,M008,2025-03-25 12:00:00,133.67,GBP,,tablet,1,2.0,1
P7085,C015,M008,2025-03-26 12:00:00,122.01,GBP,,mobile,0,,0
P7086,C018,M006,2025-03-27 12:00:00,99.49,GBP,app,tablet,0,5.0,1
P7087,C013,M007,2025-03-28 12:00:00,117.3,GBP,partner,mobile,0,6.0,0
P7088,C025,M006,2025-03-29 12:00:00,174.53,GBP,call_center,mobile,1,2.0,1
P7089,C018,M003,2025-03-30 12:00:00,161.39,GBP,web,desktop,0,2.0,0
P7090,C022,M001,2025-03-31 12:00:00,120.18,GBP,web,mobile,0,,0
P7091,C024,M002,2025-04-01 12:00:00,,GBP,web,mobile,1,,0
P7092,C007,M009,2025-04-02 12:00:00,74.46,GBP,,mobile,0,7.0,0
P7093,C002,M007,2025-04-03 12:00:00,133.94,GBP,web,mobile,1,5.0,1
P7094,C012,M004,2025-04-04 12:00:00,166.36,GBP,app,mobile,0,5.0,1
P7095,C004,M002,2025-04-05 12:00:00,102.16,GBP,app,mobile,0,,0
P7096,C002,M009,2025-04-06 12:00:00,185.4,GBP,call_center,,1,3.0,1
P7097,C024,M004,2025-04-07 12:00:00,115.64,GBP,app,desktop,0,5.0,1
P7098,C027,M005,2025-04-08 12:00:00,129.03,GBP,call_center,mobile,0,4.0,0
P7099,C027,M004,2025-04-09 12:00:00,191.75,GBP,partner,mobile,0,3.0,0
P7100,C020,M003,2025-04-10 12:00:00,116.14,GBP,app,tablet,0,6.0,0
